N° Lector;UBICACIÓN;Estado;Fecha
1548;LECTOR DE CONTROL DE ACCESO T2M Sala de Aseo y Basuras Exterior-Pasillo;;
1549;LECTOR DE CONTROL DE ACCESO T2M Sala CCDD  1T2MLT024  Nor-Pon;;
1550;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Basura y reciclaje;;
1551;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Vestibulo Ascensor  16;;
1552;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Cinta Retiro Equipaje Poniente;;
1553;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores Poniente - Norte;;
1554;LECTOR DE CONTROL DE ACCESO T2M  Oficina SAG Mascotas Pasillo;;
1555;LECTOR DE CONTROL DE ACCESO T2M  Oficina SAG Mascotas Interior;;
1556;LECTOR DE CONTROL DE ACCESO T2M Ingreso Pasillo Proveedores lado Norte;;
1557;LECTOR DE CONTROL DE ACCESO T2M Ingreso Pasillo Proveedores lado Norte Interior;;
1558;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  1T2MLT030  Pasillo Proveedores Nor-Pon;;
1559;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  1T2MLT031  Pasillo Aduana-SAG Oriente;;
1560;LECTOR DE CONTROL DE ACCESO T2M Lector Interior Oficina Equipaje Perdido;;
1561;LECTOR DE CONTROL DE ACCESO T2M Lector Pasillo Oficina Equipaje Perdido;;
1562;LECTOR DE CONTROL DE ACCESO T2M Pasillo Proveedores Oriente Norte;;
1563;LECTOR DE CONTROL DE ACCESO T2M Pasillo Proveedores Oriente Sur;;
1564;LECTOR DE CONTROL DE ACCESO T2M Pasillo Oficinas ADUANA-SAG  Interior;;
1565;LECTOR DE CONTROL DE ACCESO T2M Pasillo Oficinas ADUANA-SAG  Pasillo;;
1566;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia Bodega Articulos Retenidos Aduana;;
1567;LECTOR DE CONTROL DE ACCESO T2M Oficina Maquina de Rayos Oversize;;
1568;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Cinta Retiro Equipaje Oriente;;
1569;LECTOR NO ASIGNADO;;
1570;LECTOR NO ASIGNADO;;
1571;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores  Oriente- Norte;;
1572;LECTOR DE CONTROL DE ACCESO T2M  Acceso Pasillo ingreso Sub Estación Interior;;
1573;LECTOR DE CONTROL DE ACCESO T2M  Acceso Pasillo ingreso Sub Estación Exterior;;
1574;LECTOR DE CONTROL DE ACCESO T2M  Acceso Sala medidores de Gas 1T2MLT034;;
1575;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Salida Pasillo Sub Estación T2MC;;
1576;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia salida Escala 04;;
1577;LECTOR DE CONTROL DE ACCESO T2M Lector Operación y Mantenimiento Sala Clima;;
1578;LECTOR DE CONTROL DE ACCESO T2M Acceso Sala Control  CCO  Pasillo Norte;;
1579;LECTOR DE CONTROL DE ACCESO T2M Lector Sala Control  CCO  Interior ;;
1580;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Cinta Retiro Equipaje Nor - Oriente;;
1581;LECTOR DE CONTROL DE ACCESO T2M Acceso Sala Control  CCO  Pasillo Sur;;
1582;LECTOR DE CONTROL DE ACCESO T2M Lector Sala Control  CCO  Interior ;;
1583;LECTOR DE CONTROL DE ACCESO T2M Acceso Sala Principal Servidores  1T2MLT017;;
1584;LECTOR DE CONTROL DE ACCESO T2M Lector Sala Extinción;;
1585;LECTOR DE CONTROL DE ACCESO T2M  Lector a Pasillo Ingreso Sub Estacion T2M-C   Interior;;
1586;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Sub Estacion T2M-C  desde Pasillo Exterior;;
1587;LECTOR DE CONTROL DE ACCESO T2M  Sub Estacion T2M-C 1T2MLT016  Exterior;;
1588;LECTOR DE CONTROL DE ACCESO T2M  Sub Estacion T2M-C 1T2MLT016  Interior;;
1589;LECTOR DE CONTROL DE ACCESO T2M Sala Clima  Conector  1T2MLT040 Nor-Pon;;
1590;LECTOR DE CONTROL DE ACCESO T2M Sala Clima  Conector  1T2MLT040 Sur-Pon;;
1591;LECTOR DE CONTROL DE ACCESO T2M Acceso  a salones Protocolo Lado Sur;;
1592;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Corredor SAG Poniente;;
1593;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Corredor Protocolo Sur - Poniente;;
1594;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Escalera  10 a Pasillo Protocolo;;
1595;LECTOR DE CONTROL DE ACCESO T2M Salida Oficina SAG a Corredor Aduana  Interior  ;;
1596;LECTOR DE CONTROL DE ACCESO T2M Pasillo ingreso a Corredor Oficina SAG  Sur-Pon;;
1597;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Corredor Aduana Sur -Poniente;;
1598;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Poniente;;
1599;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Poniente;;
1600;LECTOR DE CONTROL DE ACCESO T2M Retiro de  equipaje a Pasillo Proveedores Poniente;;
1601;LECTOR DE CONTROL DE ACCESO T2M Pasillo Proveedores Poniente a Cinta Retiro equipaje;;
1602;LECTOR DE CONTROL DE ACCESO T2M Lector sala técnica CCDD Poniente;;
1603;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores Pon. Centro;;
1604;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores Pon. Sur;;
1605;LECTOR DE CONTROL DE ACCESO T2M Ingreso Pasillo Proveedores Poniente lado Exterior;;
1606;LECTOR DE CONTROL DE ACCESO T2M Salida Pasillo Proveedores Poniente lado interior;;
1607;LECTOR DE CONTROL DE ACCESO T2M AVSEC Pasillo Salida a Pasillo Proveedores Interior;;
1608;LECTOR DE CONTROL DE ACCESO T2M Salida a Exterior Pasillo Protocolo lado Nor-Pon;;
1609;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Pasillo Protocolo Exterior lado Nor-Pon;;
1610;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Electrica  1T2MLT010  Poniente;;
1611;LECTOR DE CONTROL DE ACCESO T2M Salida a Patio Proveedores Poniente desde Pasillo Aduana;;
1612;LECTOR DE CONTROL DE ACCESO T2M Salida a Patio Proveedores Poniente desde Pasillo Protocolo;;
1613;LECTOR DE CONTROL DE ACCESO T2M Ingreso Corredor Protocolo desde Pasillo corredor Aduana;;
1614;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Pasillo Oficinas Aduana Oriente;;
1615;LECTOR DE CONTROL DE ACCESO T2M Salida de Pasillo Oficinas Aduana Interior;;
1616;LECTOR DE CONTROL DE ACCESO T2M Salida Escala  13 a Pasillo Lado Poniente Interior;;
1617;LECTOR DE CONTROL DE ACCESO T2M Ingreso Escala 13 Lado Poniente Pasillo;;
1618;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia Escala 13 Nivel 1 a Pasillo Aduana;;
1619;LECTOR DE CONTROL DE ACCESO T2M  Salida a Corredor Aduana desde Dutty Free ;;
1620;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Dutty Free desde Corredor Aduana;;
1621;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  1T2MLT046  Pasillo Sur-Poniente;;
1622;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  1T2MLT035  Sur-Poniente;;
1623;LECTOR DE CONTROL DE ACCESO T2M  Ingreso desde Corredor Aduana  a Caseta Inmigracion;;
1624;LECTOR DE CONTROL DE ACCESO T2M  Salida Caseta Inmigracion a Pasillo Aduana Lado Poniente;;
1625;LECTOR DE CONTROL DE ACCESO T2M Ingreso Oficina CCTV  Aduana - SAG;;
1626;LECTOR DE CONTROL DE ACCESO T2M Ingreso Oficina frente Sala Clima 1T2M015;;
1627;LECTOR DE CONTROL DE ACCESO T2M Sala Clima  1T2MLT015 Oriente;;
1628;LECTOR DE CONTROL DE ACCESO T2M Ingreso Pasillo Proveedores Oriente a Cinta  equipaje;;
1629;LECTOR DE CONTROL DE ACCESO T2M Salida Cinta  equipaje a Pasillo Proveedores Oriente;;
1630;LECTOR DE CONTROL DE ACCESO T2M Lector sala técnica CCDD Oriente;;
1631;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores Oriente - Centro;;
1632;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Pasillo Proveedores Oriente - Sur;;
1633;LECTOR DE CONTROL DE ACCESO T2M Salida desde Pasillo interior a Patio Proveedores Oriente;;
1634;LECTOR DE CONTROL DE ACCESO T2M Ingreso Pasillo Proveedores Oriente lado Exterior;;
1635;LECTOR DE CONTROL DE ACCESO T2M Salida Pasillo PDI a Pasillo Proveedores Oriente Interior;;
1636;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Electrica  1T2MLT032  Oriente;;
1637;LECTOR DE CONTROL DE ACCESO T2M Acceso Sala Secundaria Servidores Pasillo;;
1638;LECTOR DE CONTROL DE ACCESO T2M  Ingreso desde Pasillo  Sub Estación T2M-D  ;;
1639;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Secundaria Servidores por proveedores Oriente;;
1640;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sub estación T2M - D  lado calle proveedores Oriente;;
1641;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Corredor LT desde Patio Proveedores Oriente;;
1642;LECTOR DE CONTROL DE ACCESO T2M Ingreso a sala Operación y mantenimiento Clima Lado Oriente;;
1643;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia ESC 06 a Corredor PDI;;
1644;LECTOR DE CONTROL DE ACCESO T2M Salida ESC 06 a Pasillo Corredor LT Interior;;
1645;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Escala 06 Lado Oriente;;
1646;LECTOR DE CONTROL DE ACCESO T2M Lector Corredor PDI lado Sur-Ori;;
1647;LECTOR DE CONTROL DE ACCESO T2M Lector Ingreso a Corredor PDI lado Sur-Ori;;
1648;LECTOR DE CONTROL DE ACCESO T2M Ingreso desde Control Inmigración a Dutty Free  Oriente;;
1649;LECTOR DE CONTROL DE ACCESO T2M Ingreso desde Dutty Free a Control Inmigración  Oriente;;
1650;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Escalera  07;;
1651;LECTOR NO ASIGNADO;;
1652;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Oficinas BIPA  Oriente;;
1653;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Oficinas PDI Sur;;
1654;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1655;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1656;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1657;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1658;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1659;LECTOR DE CONTROL DE ACCESO T2M Nivel 1 Salida Emergencia Casetas PDI Pasaporte Oriente;;
1660;LECTOR DE CONTROL DE ACCESO T2M Lector Ingreso Sur-Ori  Casetas Inmigración costado ESC 12;;
1661;LECTOR DE CONTROL DE ACCESO T2M Ingreso Oficina Informática PDI ;;
1662;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Servidores PDI ;;
1663;LECTOR DE CONTROL DE ACCESO T2M Salida a Pasillo Publico PDI ;;
1664;LECTOR DE CONTROL DE ACCESO T2M Ingreso desde Pasillo Publico PDI  ;;
1665;LECTOR DE CONTROL DE ACCESO T2M Sala Clima  Conector  1T2MLT045  Nor-Ori;;
1666;LECTOR DE CONTROL DE ACCESO T2M Sala Clima  Conector  1T2MLT045  Sur-Ori;;
1667;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT017  Nor-Pon;;
1668;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT015  Nor-Pon;;
1669;LECTOR DE CONTROL DE ACCESO T2M  Lector Emergencia salida Escala 85;;
1670;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT017  Nor-Ori;;
1671;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT016  Nor-Ori;;
1672;LECTOR DE CONTROL DE ACCESO T2M  Lector Emergencia salida Escala 86;;
1673;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT019  Poniente;;
1674;LECTOR DE CONTROL DE ACCESO T2M  Lector vestibulo a Sala Electrica  2T2MLT019  ;;
1675;LECTOR DE CONTROL DE ACCESO T2M  Lector vestibulo a Sala Clima  2T2MLT030;;
1676;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT030  Poniente;;
1677;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT013  Poniente;;
1678;LECTOR DE CONTROL DE ACCESO T2M  Ingreso revisión Aduana-SAG Protocolo;;
1679;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Salida Transito Inter AVSEC;;
1680;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Emergencia a Escala 10;;
1681;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  2T2MLT014  Poniente;;
1682;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia Transito AVSEC a Escala 14;;
1683;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD costado Sala Revisión CCTV AVSEC;;
1684;LECTOR DE CONTROL DE ACCESO T2M  Salida desde Sala Clima  2T2MLT008  Poniente;;
1685;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT008  Poniente;;
1686;LECTOR DE CONTROL DE ACCESO T2M  Salida de Emergencia Escala 13;;
1687;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT020  Oriente;;
1688;LECTOR DE CONTROL DE ACCESO T2M  Lector vestibulo a Sala Electrica  2T2MLT020;;
1689;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT002  Oriente;;
1690;LECTOR DE CONTROL DE ACCESO T2M  Salida areciprocidad desde pasillo interior Pon.;;
1691;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a pasillo interior desde reciprocidad Pon.;;
1692;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  2T2MLT031  Oriente;;
1693;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  2T2MLT029  Oriente;;
1694;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia salida Escala 06;;
1695;LECTOR DE CONTROL DE ACCESO T2M Lector a Escala Emergencia 06 desde Of. compañias;;
1696;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  2T2MLT023  Oriente;;
1697;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a  Pasillo PDI Segundo Nivel;;
1698;LECTOR DE CONTROL DE ACCESO T2M  Salida desde  Pasillo PDI Segundo Nivel;;
1699;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a  Pasillo PDI Sala Descanso y vestidores;;
1700;LECTOR DE CONTROL DE ACCESO T2M  Salida desde  Pasillo PDI Sala Descanso y vestidores;;
1701;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a  Pasillo interior desde Reciprocidad;;
1702;LECTOR DE CONTROL DE ACCESO T2M  Salida a  Reciprocidad desde Pasillo Interior;;
1703;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT056  Nor-Poniente;;
1704;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT037  Nor-Poniente;;
1705;LECTOR DE CONTROL DE ACCESO T2M  Lector Ingreso Corredor lado Nor-Poniente;;
1706;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Corredor lado Nor-Poniente;;
1707;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Corredor Poniente  Centro;;
1708;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Corredor Poniente  Sur;;
1709;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Corredor Poniente  Norte;;
1710;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT034  Nor-Centro;;
1711;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT035  Nor-Centro;;
1712;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  3T2MLT025  Nor-Pon;;
1713;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT023  Nor-Poniente;;
1714;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT024  Nor-Poniente;;
1715;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Escala 85;;
1716;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT045  Nor-Oriente;;
1717;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT036  Nor-Oriente;;
1718;LECTOR DE CONTROL DE ACCESO T2M  Lector Ingreso Equipaje Sobre dimenciones;;
1719;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Equipaje Sobre dimenciones;;
1720;LECTOR DE CONTROL DE ACCESO T2M  Lector Ingreso Corredor lado Nor-Oriente;;
1721;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Corredor lado Nor-Oriente;;
1722;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Corredor Oriente  Norte;;
1723;LECTOR NO ASIGNADO;;
1724;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Escala 86;;
1725;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT038  Nor-Oriente;;
1726;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT057  Nor-Oriente;;
1727;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT008  Sur-Poniente;;
1728;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT007  Sur-Poniente;;
1729;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Protocolo AVSEC tercer Nivel;;
1730;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Escala 10;;
1731;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a corredor desde Escala 13 Interior;;
1732;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Escala 13 desde corredor;;
1733;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Corredor laso Sur-Pon;;
1734;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a zona Embarque desde corredor Pon.;;
1735;LECTOR DE CONTROL DE ACCESO T2M  Lector  Corredor lado Centro-Poniente;;
1736;LECTOR DE CONTROL DE ACCESO T2M  Lector  Corredor lado Centro-Poniente;;
1737;LECTOR NO ASIGNADO;;
1738;LECTOR DE CONTROL DE ACCESO T2M  Lector  Ingreso Oficina Supervisión AVSEC;;
1739;LECTOR DE CONTROL DE ACCESO T2M  Lector  Ingreso Sala CCTV  AVSEC;;
1740;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Escala 14;;
1741;LECTOR DE CONTROL DE ACCESO T2M  Lector  Ingreso Sala CCDD  Sur-Pon;;
1742;LECTOR DE CONTROL DE ACCESO T2M  Lector Ingreso Corredor lado Sur-Poniente;;
1743;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Corredor lado Sur-Poniente;;
1744;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Corredor desde Maquinas RX  AVSEC;;
1745;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Maquinas RX  AVSEC desde Corredor;;
1746;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Maquinas RX  AVSEC desde Corredor;;
1747;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Corredor desde Maquinas RX  AVSEC;;
1748;LECTOR DE CONTROL DE ACCESO T2M  Lector Ingreso Corredor lado Sur-Oriente;;
1749;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Corredor lado Sur-Oriente;;
1750;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  3T2MLT016  Sur-Ori;;
1751;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT015  Sur-Oriente;;
1752;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT014  Sur-Oriente;;
1753;LECTOR DE CONTROL DE ACCESO T2M  Lector Salida Emergencia Pasillo Oriente ;;
1754;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Escala 05;;
1755;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Escala 06 desde corredor;;
1756;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a corredor desde Escala 06 Interior;;
1757;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Corredor laso Sur-Ori;;
1758;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a zona Embarque desde corredor Ori.;;
1759;LECTOR DE CONTROL DE ACCESO T2M  Sala Electrica  3T2MLT033 Sur- Oriente;;
1760;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Vestibulo Sala Tecnicas Sur-Oriente;;
1761;LECTOR DE CONTROL DE ACCESO T2M  Sala CCDD  3T2MLT033  Sur-Oriente;;
1762;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Vestibulo Escala 07;;
1763;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT003  Nor-Pon;;
1764;LECTOR DE CONTROL DE ACCESO T2M Lector Corredor Poniente Escala 15 Interior;;
1765;LECTOR DE CONTROL DE ACCESO T2M Ingreso Corredor Poniente Escala 15 Exterior;;
1766;LECTOR DE CONTROL DE ACCESO T2M Sala CCDD  4T2MLT017  Nor-Pon;;
1767;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Salida a Escala 85;;
1768;LECTOR NO ASIGNADO;;
1769;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Clima  4T2MLT010  Nor-Pon;;
1770;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT014  Nor-Pon;;
1771;LECTOR DE CONTROL DE ACCESO T2M Sala CCDD  4T2MLT011  Nor-Pon;;
1772;LECTOR DE CONTROL DE ACCESO T2M Lector Salida Emergencia Salones VIP Poniente;;
1773;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Clima  4T2MLT010  Nor-Ori;;
1774;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT015  Nor-Ori;;
1775;LECTOR DE CONTROL DE ACCESO T2M Sala CCDD  4T2MLT013  Nor-Ori;;
1776;LECTOR DE CONTROL DE ACCESO T2M Lector Salida Emergencia Salones VIP Oriente;;
1777;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT004  Nor-Ori;;
1778;LECTOR DE CONTROL DE ACCESO T2M Lector Corredor Oriente Escala 04 Interior;;
1779;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Corredor Oriente Escala 04 Exterior;;
1780;LECTOR DE CONTROL DE ACCESO T2M Sala CCDD  4T2MLT016  Nor-Ori;;
1781;LECTOR DE CONTROL DE ACCESO T2M Lector Emergencia Salida a Escala 86;;
1782;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Escala 14 desde Oficinas;;
1783;LECTOR DE CONTROL DE ACCESO T2M Lector Salida Escala 14 Interior;;
1784;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia Escala 14 a Pasillo Publico;;
1785;LECTOR NO ASIGNADO;;
1786;LECTOR DE CONTROL DE ACCESO T2M Ingreso Sala Clima  4T2MLT007  Sur-Pon;;
1787;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT002  Sur-Pon;;
1788;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia a Pasillo Publico Sur-Pon;;
1789;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Escala 05 desde Oficinas;;
1790;LECTOR DE CONTROL DE ACCESO T2M Lector Entrada Oficina desde Escala 05;;
1791;LECTOR DE CONTROL DE ACCESO T2M Ingreso a Escala 05 desde Pasillo Publico;;
1792;LECTOR DE CONTROL DE ACCESO T2M Salida a Pasillo Publico desde Escala 05 ;;
1793;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  4T2MLT008  Sur-Ori;;
1794;LECTOR DE CONTROL DE ACCESO T2M Sala Electrica  4T2MLT001  Sur-Ori;;
1795;LECTOR DE CONTROL DE ACCESO T2M Salida Emergencia a Pasillo Publico Sur-Ori;;
1796;LECTOR DE CONTROL DE ACCESO T2M  Salida Emergencia a Corredor Oriente  Sur;;
1797;LECTOR DE CONTROL DE ACCESO T2M  Ingreso desde Pasillo PDI a Caseta Inmigracion;;
1798;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Caseta Inmigracion a Pasillo PDI Oriente;;
1799;LECTOR DE CONTROL DE ACCESO T2M  Sala Revisión Equipaje en Transito;;
1800;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Cinta Equipaje lado Nor-Pon  Isla A;;
1801;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Cinta Equipaje lado Nor-Ori  Isla H;;
1802;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Cinta Equipaje lado Centro -Ori  Isla E;;
1803;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  4T2MLT024  Centro-Pon;;
1804;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Clima  4T2MLT002  Centro-Ori;;
1805;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Sala Cinta Equipaje lado Nor-Centro  Isla D;;
1806;LECTOR DE CONTROL DE ACCESO T2M   Lector Emergencia Lado Sur  Salida Transito Inter AVSEC;;
1807;LECTOR NO ASIGNADO;;
1808;LECTOR NO ASIGNADO;;
1809;LECTOR NO ASIGNADO;;
1810;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Oficina Reserva Concesionaria;;
1811;LECTOR DE CONTROL DE ACCESO T2M  Salida a Corredor lado Oriente desde  RX AVSEC;;
1812;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Maquinas RX AVSEC desde Pasillo Oriente;;
1813;LECTOR DE CONTROL DE ACCESO T2M  Escotilla a Techumbre lado Poniente  Escala 15;;
1814;LECTOR DE CONTROL DE ACCESO T2M  Escotilla a Techumbre lado Oriente  Escala 04;;
1815;LECTOR DE CONTROL DE ACCESO T2M Lector Salida a Escala Emerg. 14 desde Off. Compañias;;
1816;LECTOR DE CONTROL DE ACCESO T2M Lector Ingreso a Off. Compañias aereas;;
1817;LECTOR DE CONTROL DE ACCESO T2M  Ingreso a Pasillo PDI Público  Oriente-Exterior;;
1818;LECTOR DE CONTROL DE ACCESO T2M  Salida de Pasillo PDI Público  Oriente-Interior;;
1819;LECTOR DE CONTROL DE ACCESO T2M Sala descanso PDI Pasillo;;
1820;LECTOR DE CONTROL DE ACCESO T2M Sala descanso PDI Interior;;
1821;LECTOR DE CONTROL DE ACCESO T2M  Ingreso Control RX Aduana desde cinta equipaje - externo;;
1822;LECTOR DE CONTROL DE ACCESO T2M  Salida a cinta equipaje desde Control RX Aduana  Interno;;
1823;LECTOR NO ASIGNADO;;
1824;LECTOR DE CONTROL DE ACCESO T2M  Oficina AVSEC-DGAC lado Oriente frente maquina RX AVSEC;;
